"","SUMGROUP","Season","All_Bio_SUM","All_Den_SUM","All_Bio_MEAN","All_Den_MEAN","All_Bio_SD","All_Den_SD","N","All_Bio_SE","All_Den_SE"
"1","BOSMINID","Early Fall",20.507528661,12.392157639,5.12688216525,3.09803940975,1.03641482725779,0.314744308435544,4,0.518207413628895,0.157372154217772
"2","BOSMINID","Early Spring",0.082274011,0.062476342,0.010284251375,0.00780954275,0.0188816586136378,0.0114298190180771,8,0.00667567442287634,0.00404105126770866
"3","BOSMINID","Early Summer",8.016987664,5.767141606,1.145283952,0.823877372285714,1.40872722792903,0.992639374224629,7,0.532448844317946,0.375182417967021
"4","BOSMINID","Late Spring",0.11620615,0.085348176,0.01452576875,0.010668522,0.0269553672113423,0.0237821987619027,8,0.00953016147225682,0.00840827700803386
"5","BOSMINID","Late Summer",27.523931,18.00604618,3.440491375,2.2507557725,3.77484811118873,2.05921051868567,8,1.33461034868539,0.728040860826651
"6","BOSMINID","Summer",2.17589426,1.229811466,0.543973565,0.3074528665,0.302436677846897,0.191460820305698,4,0.151218338923448,0.0957304101528492
"7","CALANOID","Early Fall",49.391949761,10.100862519,12.34798744025,2.52521562975,4.07101271805717,0.641411515869797,4,2.03550635902859,0.320705757934898
"8","CALANOID","Early Spring",13.310935816,1.580492091,1.663866977,0.197561511375,0.803598627708682,0.0847663318093785,8,0.284115019502506,0.0299694240193602
"9","CALANOID","Early Summer",51.710350513,13.392431026,7.38719293042857,1.91320443228571,4.11322355591632,1.00096731904385,7,1.55465237368105,0.378330085241868
"10","CALANOID","Late Spring",26.06237233,7.737564061,3.25779654125,0.967195507625,1.44385901838214,0.654748974946435,8,0.510481251487682,0.231488720079783
"11","CALANOID","Late Summer",65.60759343,13.882296242,8.20094917875,1.73528703025,4.97733455072103,1.17102988098693,8,1.75975350652447,0.414021584908966
"12","CALANOID","Summer",30.933117139,4.793895429,7.73327928475,1.19847385725,7.38760666410853,1.05909350101938,4,3.69380333205426,0.529546750509689
"13","CYCLOPOID","Early Fall",47.631701912,28.759681778,11.907925478,7.1899204445,6.17902248410447,4.27637904881374,4,3.08951124205224,2.13818952440687
"14","CYCLOPOID","Early Spring",13.6755186,3.790645973,1.709439825,0.473830746625,0.881844167174592,0.313507589622963,8,0.311778995279479,0.110841671287923
"15","CYCLOPOID","Early Summer",199.224564251,88.991760949,28.4606520358571,12.713108707,17.9487172164261,6.20784462260984,7,6.78397744389815,2.34634472130789
"16","CYCLOPOID","Late Spring",101.941426002,15.127779169,12.74267825025,1.890972396125,14.7087145395151,1.81571634778001,8,5.20031589671416,0.641952671113258
"17","CYCLOPOID","Late Summer",210.334419,122.344224,26.291802375,15.293028,19.9858803564784,11.2124087319714,8,7.06607576402443,3.96418512390611
"18","CYCLOPOID","Summer",34.103273477,17.807729869,8.52581836925,4.45193246725,3.03740344115218,2.12791294069286,4,1.51870172057609,1.06395647034643
"19","DAPHNID","Early Fall",85.766195216,17.767229978,21.441548804,4.4418074945,17.5602193790124,2.76341032594968,4,8.78010968950618,1.38170516297484
"20","DAPHNID","Early Spring",0.060503385,0.061931028,0.007562923125,0.0077413785,0.0118663751248578,0.0156941198692179,8,0.00419539715944514,0.00554870929213926
"21","DAPHNID","Early Summer",3.66748244,0.956701153,0.523926062857143,0.136671593285714,0.441560409497177,0.118989149029008,7,0.166894147477339,0.0449736710065654
"22","DAPHNID","Late Spring",0.006447964,0.009034436,0.0008059955,0.0011293045,0.00227969953462337,0.00319415547989793,8,0.0008059955,0.0011293045
"23","DAPHNID","Late Summer",129.09513643,30.63704631,16.13689205375,3.82963078875,10.2020387924701,1.82546258594254,8,3.6069654060419,0.645398486661152
"24","DAPHNID","Summer",44.049009956,7.522914628,11.012252489,1.880728657,13.6894984685744,2.63309570263858,4,6.84474923428722,1.31654785131929
"25","LIMNO","Early Fall",0.025347594,0.052035333,0.0063368985,0.01300883325,0.012673797,0.0260176665,4,0.0063368985,0.01300883325
"26","LIMNO","Early Spring",4.76976752,0.095233469,0.59622094,0.011904183625,0.441681009288241,0.00836298499745061,8,0.156157818394517,0.00295676170132934
"27","LIMNO","Early Summer",80.783623317,1.602629435,11.5405176167143,0.228947062142857,8.9748577812781,0.210744576763874,7,3.39217739163354,0.0796539628961103
"28","LIMNO","Late Spring",45.442680797,2.441182811,5.680335099625,0.305147851375,7.28992185275916,0.264366851077621,8,2.577376588203,0.0934677965589599
"29","LIMNO","Late Summer",5.7338689,0.123957533,0.7167336125,0.015494691625,1.30288906222571,0.0270209039413739,8,0.460640845516792,0.00955333220536791
"30","LIMNO","Summer",189.916880725,2.905002125,47.47922018125,0.72625053125,35.5091221488062,0.54416736309987,4,17.7545610744031,0.272083681549935
"31","NDAP","Early Fall",5.763011163,1.223105245,1.44075279075,0.30577631125,2.24932969183262,0.395150857548402,4,1.12466484591631,0.197575428774201
"32","NDAP","Early Spring",0,0,0,0,0,0,8,0,0
"33","NDAP","Early Summer",2.350591216,0.244964649,0.335798745142857,0.0349949498571429,0.506521658744998,0.0447207007242606,7,0.191447191815313,0.0169028360818485
"34","NDAP","Late Spring",0,0,0,0,0,0,8,0,0
"35","NDAP","Late Summer",33.99670697,8.514054322,4.24958837125,1.06425679025,3.7396387722153,1.02145638015626,8,1.32216196751079,0.361139366547379
"36","NDAP","Summer",3.484241954,0.702085506,0.8710604885,0.1755213765,0.871896440997585,0.186126842423521,4,0.435948220498793,0.0930634212117607
